ordernumber,quantityordered,priceeach,orderlinenumber,sales,orderdate,status,qtr_id,month_id,year_id,productline,msrp,productcode,customername,phone,addressline1,addressline2,city,state,postalcode,country,territory,contactlastname,contactfirstname,dealsize,formatted_date
10372,25,84.71,5,2117.75,2005-01-26,Shipped,1,1,2005,Trains,100,S18_3259,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,26-01-2005
10169,32,70.76,5,2264.32,2003-11-04,Shipped,4,11,2003,Classic Cars,80,S18_3278,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,04-11-2003
10265,45,86.84,2,3907.8,2004-07-02,Shipped,3,7,2004,Classic Cars,80,S18_3278,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium,02-07-2004
10342,25,66.74,5,1668.5,2004-11-24,Shipped,4,11,2004,Classic Cars,80,S18_3278,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,24-11-2004
10139,30,100.0,5,3095.4,2003-07-16,Shipped,3,7,2003,Vintage Cars,99,S18_3320,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,16-07-2003
10193,32,79.37,5,2539.84,2003-11-21,Shipped,4,11,2003,Vintage Cars,99,S18_3320,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,21-11-2003
10347,26,100.0,12,2656.94,2004-11-29,Shipped,4,11,2004,Vintage Cars,99,S18_3320,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,29-11-2004
10169,36,100.0,4,4444.92,2003-11-04,Shipped,4,11,2003,Classic Cars,146,S18_3482,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,04-11-2003
10265,49,100.0,1,8427.02,2004-07-02,Shipped,3,7,2004,Classic Cars,146,S18_3482,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Large,02-07-2004
10342,55,100.0,7,6548.3,2004-11-24,Shipped,4,11,2004,Classic Cars,146,S18_3482,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,24-11-2004
10148,28,100.0,11,3639.44,2003-09-11,Shipped,3,9,2003,Classic Cars,141,S18_3685,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,11-09-2003
10240,37,100.0,1,5959.22,2004-04-13,Shipped,2,4,2004,Classic Cars,141,S18_3685,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium,13-04-2004
10169,38,68.39,8,2598.82,2003-11-04,Shipped,4,11,2003,Motorcycles,62,S18_3782,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,04-11-2003
10342,26,55.95,8,1454.7,2004-11-24,Shipped,4,11,2004,Motorcycles,62,S18_3782,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,24-11-2004
10316,47,86.81,14,4080.07,2004-11-01,Shipped,4,11,2004,Vintage Cars,105,S18_3856,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,Uk,EMEA,Bennett,Helen,Medium,01-11-2004
10415,51,100.0,5,6209.25,2005-05-09,Disputed,2,5,2005,Vintage Cars,105,S18_3856,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium,09-05-2005
10152,35,100.0,1,4524.1,2003-09-25,Shipped,3,9,2003,Classic Cars,143,S18_4027,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium,25-09-2003
10372,48,100.0,6,7031.52,2005-01-26,Shipped,1,1,2005,Classic Cars,143,S18_4027,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Large,26-01-2005
10148,34,100.0,1,3598.22,2003-09-11,Shipped,3,9,2003,Vintage Cars,92,S18_4409,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,11-09-2003
10193,24,97.55,15,2341.2,2003-11-21,Shipped,4,11,2003,Vintage Cars,92,S18_4409,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,21-11-2003
10420,66,92.95,6,6134.7,2005-05-29,In Process,2,5,2005,Vintage Cars,92,S18_4409,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,29-05-2005
10232,23,89.53,5,2059.19,2004-03-20,Shipped,1,3,2004,Vintage Cars,87,S18_4522,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,Uk,EMEA,Bennett,Helen,Small,20-03-2004
10372,41,86.89,7,3562.49,2005-01-26,Shipped,1,1,2005,Vintage Cars,87,S18_4522,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,26-01-2005
10270,38,100.0,3,5383.08,2004-07-19,Shipped,3,7,2004,Trucks and Buses,121,S18_4600,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,19-07-2004
10347,45,100.0,4,5884.65,2004-11-29,Shipped,4,11,2004,Trucks and Buses,121,S18_4600,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,29-11-2004
10370,29,57.53,6,1668.37,2005-01-20,Shipped,1,1,2005,Trucks and Buses,121,S18_4600,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,20-01-2005
10174,49,44.78,2,2194.22,2003-11-06,Shipped,4,11,2003,Vintage Cars,50,S18_4668,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small,06-11-2003
10258,21,59.87,4,1257.27,2004-06-15,Shipped,2,6,2004,Vintage Cars,50,S18_4668,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,15-06-2004
10270,44,58.36,7,2567.84,2004-07-19,Shipped,3,7,2004,Vintage Cars,50,S18_4668,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,19-07-2004
10370,20,100.0,2,2730.0,2005-01-20,Shipped,1,1,2005,Vintage Cars,50,S18_4668,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,20-01-2005
10169,33,100.0,7,4910.4,2003-11-04,Shipped,4,11,2003,Classic Cars,148,S18_4721,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,04-11-2003
10342,38,100.0,11,6276.46,2004-11-24,Shipped,4,11,2004,Classic Cars,148,S18_4721,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,24-11-2004
10148,29,81.25,2,2356.25,2003-09-11,Shipped,3,9,2003,Classic Cars,71,S18_4933,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,11-09-2003
10193,25,76.26,16,1906.5,2003-11-21,Shipped,4,11,2003,Classic Cars,71,S18_4933,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,21-11-2003
10420,36,57.73,7,2078.28,2005-05-29,In Process,2,5,2005,Classic Cars,71,S18_4933,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,29-05-2005
10148,25,60.26,6,1506.5,2003-09-11,Shipped,3,9,2003,Classic Cars,73,S24_1046,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,11-09-2003
10420,60,64.67,11,3880.2,2005-05-29,In Process,2,5,2005,Classic Cars,73,S24_1046,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,29-05-2005
10152,25,65.31,4,1632.75,2003-09-25,Shipped,3,9,2003,Classic Cars,57,S24_1444,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small,25-09-2003
10120,35,98.05,1,3431.75,2003-04-29,Shipped,2,4,2003,Motorcycles,112,S24_1578,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,29-04-2003
10223,32,91.29,2,2921.28,2004-02-20,Shipped,1,2,2004,Motorcycles,112,S24_1578,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,20-02-2004
10339,27,84.39,10,2278.53,2004-11-23,Shipped,4,11,2004,Motorcycles,112,S24_1578,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,23-11-2004
10374,38,100.0,6,4197.1,2005-02-02,Shipped,1,2,2005,Motorcycles,112,S24_1578,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium,02-02-2005
10148,47,56.85,8,2671.95,2003-09-11,Shipped,3,9,2003,Classic Cars,50,S24_1628,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,11-09-2003
10420,37,60.37,13,2233.69,2005-05-29,In Process,2,5,2005,Classic Cars,50,S24_1628,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,29-05-2005
10120,39,100.0,10,4651.53,2003-04-29,Shipped,2,4,2003,Planes,109,S24_1785,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,29-04-2003
10210,27,98.48,9,2658.96,2004-01-12,Shipped,1,1,2004,Planes,109,S24_1785,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small,12-01-2004
10223,34,100.0,11,3608.76,2004-02-20,Shipped,1,2,2004,Planes,109,S24_1785,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,20-02-2004
10316,25,100.0,1,2872.25,2004-11-01,Shipped,4,11,2004,Planes,109,S24_1785,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,Uk,EMEA,Bennett,Helen,Small,01-11-2004
10339,21,50.65,7,1063.65,2004-11-23,Shipped,4,11,2004,Planes,109,S24_1785,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,23-11-2004
10374,46,94.1,3,4328.6,2005-02-02,Shipped,1,2,2005,Planes,109,S24_1785,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium,02-02-2005
10193,26,29.21,10,759.46,2003-11-21,Shipped,4,11,2003,Vintage Cars,33,S24_1937,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,21-11-2003
10391,33,100.0,8,8344.71,2005-03-09,Shipped,1,3,2005,Vintage Cars,33,S24_1937,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Large,09-03-2005
10420,45,26.88,1,1209.6,2005-05-29,In Process,2,5,2005,Vintage Cars,33,S24_1937,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,29-05-2005
10120,34,83.79,5,2848.86,2003-04-29,Shipped,2,4,2003,Motorcycles,76,S24_2000,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,29-04-2003
10210,30,61.7,4,1851.0,2004-01-12,Shipped,1,1,2004,Motorcycles,76,S24_2000,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small,12-01-2004
10223,38,69.31,6,2633.78,2004-02-20,Shipped,1,2,2004,Motorcycles,76,S24_2000,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,20-02-2004
10232,46,100.0,4,5652.94,2004-03-20,Shipped,1,3,2004,Ships,122,S24_2011,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,Uk,EMEA,Bennett,Helen,Medium,20-03-2004
10372,37,100.0,8,3910.53,2005-01-26,Shipped,1,1,2005,Ships,122,S24_2011,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,26-01-2005
10193,20,50.62,9,1012.4,2003-11-21,Shipped,4,11,2003,Vintage Cars,44,S24_2022,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,21-11-2003
10391,24,100.0,1,4042.08,2005-03-09,Shipped,1,3,2005,Vintage Cars,44,S24_2022,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,09-03-2005
10169,38,74.11,11,2816.18,2003-11-04,Shipped,4,11,2003,Motorcycles,69,S24_2360,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,04-11-2003
10148,21,73.6,4,1545.6,2003-09-11,Shipped,3,9,2003,Classic Cars,90,S24_2766,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,11-09-2003
10420,39,100.0,9,3933.93,2005-05-29,In Process,2,5,2005,Classic Cars,90,S24_2766,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,29-05-2005
10316,34,63.71,10,2166.14,2004-11-01,Shipped,4,11,2004,Planes,68,S24_2841,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,Uk,EMEA,Bennett,Helen,Small,01-11-2004
10339,55,100.0,12,6214.45,2004-11-23,Shipped,4,11,2004,Planes,68,S24_2841,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,23-11-2004
10415,21,67.82,1,1424.22,2005-05-09,Disputed,2,5,2005,Planes,68,S24_2841,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,09-05-2005
10148,34,100.0,3,4392.12,2003-09-11,Shipped,3,9,2003,Classic Cars,117,S24_2887,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,11-09-2003
10420,55,96.3,8,5296.5,2005-05-29,In Process,2,5,2005,Classic Cars,117,S24_2887,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,29-05-2005
10342,39,40.4,9,1575.6,2004-11-24,Shipped,4,11,2004,Classic Cars,37,S24_2972,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,24-11-2004
10339,55,100.0,13,10758.0,2004-11-23,Shipped,4,11,2004,Vintage Cars,88,S24_3151,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Large,23-11-2004
10148,31,73.62,5,2282.22,2003-09-11,Shipped,3,9,2003,Classic Cars,85,S24_3191,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,11-09-2003
10420,35,96.74,10,3385.9,2005-05-29,In Process,2,5,2005,Classic Cars,85,S24_3191,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,29-05-2005
10169,34,50.21,1,1707.14,2003-11-04,Shipped,4,11,2003,Classic Cars,61,S24_3371,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,04-11-2003
10342,48,62.45,10,2997.6,2004-11-24,Shipped,4,11,2004,Classic Cars,61,S24_3371,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,24-11-2004
10316,47,76.93,11,3615.71,2004-11-01,Shipped,4,11,2004,Vintage Cars,65,S24_3420,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,Uk,EMEA,Bennett,Helen,Medium,01-11-2004
10339,29,99.69,14,2891.01,2004-11-23,Shipped,4,11,2004,Vintage Cars,65,S24_3420,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,23-11-2004
10361,34,100.0,6,3871.92,2004-12-17,Shipped,4,12,2004,Vintage Cars,65,S24_3420,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,17-12-2004
10415,18,69.7,2,1254.6,2005-05-09,Disputed,2,5,2005,Vintage Cars,65,S24_3420,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,09-05-2005
10148,27,100.0,7,3469.5,2003-09-11,Shipped,3,9,2003,Classic Cars,107,S24_3432,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,11-09-2003
10420,26,100.0,12,2617.16,2005-05-29,In Process,2,5,2005,Classic Cars,107,S24_3432,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,29-05-2005
10316,25,92.25,16,2306.25,2004-11-01,Shipped,4,11,2004,Vintage Cars,83,S24_3816,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,Uk,EMEA,Bennett,Helen,Small,01-11-2004
10339,42,59.36,16,2493.12,2004-11-23,Shipped,4,11,2004,Vintage Cars,83,S24_3816,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,23-11-2004
10342,42,100.0,6,5013.54,2004-11-24,Shipped,4,11,2004,Classic Cars,140,S24_3856,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,24-11-2004
10210,29,69.6,16,2018.4,2004-01-12,Shipped,1,1,2004,Planes,68,S24_3949,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small,12-01-2004
10316,30,77.79,8,2333.7,2004-11-01,Shipped,4,11,2004,Planes,68,S24_3949,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,Uk,EMEA,Bennett,Helen,Small,01-11-2004
10339,45,96.92,11,4361.4,2004-11-23,Shipped,4,11,2004,Planes,68,S24_3949,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium,23-11-2004
10361,26,100.0,7,3710.98,2004-12-17,Shipped,4,12,2004,Planes,68,S24_3949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,17-12-2004
10193,22,41.03,12,902.66,2003-11-21,Shipped,4,11,2003,Vintage Cars,41,S24_3969,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,21-11-2003
10408,15,36.93,1,553.95,2005-04-22,Shipped,2,4,2005,Vintage Cars,41,S24_3969,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,22-04-2005
10420,15,43.49,3,652.35,2005-05-29,In Process,2,5,2005,Vintage Cars,41,S24_3969,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,29-05-2005
10152,23,100.0,3,2802.09,2003-09-25,Shipped,3,9,2003,Classic Cars,118,S24_4048,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small,25-09-2003
10139,29,100.0,4,3276.13,2003-07-16,Shipped,3,7,2003,Vintage Cars,97,S24_4258,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,16-07-2003
10193,20,100.0,4,2279.0,2003-11-21,Shipped,4,11,2003,Vintage Cars,97,S24_4258,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Small,21-11-2003
10120,29,85.49,9,2479.21,2003-04-29,Shipped,2,4,2003,Planes,72,S24_4278,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,29-04-2003
10210,40,71.0,8,2840.0,2004-01-12,Shipped,1,1,2004,Planes,72,S24_4278,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Small,12-01-2004
10223,23,74.62,10,1716.26,2004-02-20,Shipped,1,2,2004,Planes,72,S24_4278,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,20-02-2004
10361,25,62.46,1,1561.5,2004-12-17,Shipped,4,12,2004,Planes,72,S24_4278,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,17-12-2004
10169,24,94.58,6,2269.92,2003-11-04,Shipped,4,11,2003,Classic Cars,80,S24_4620,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,04-11-2003
10270,32,85.72,1,2743.04,2004-07-19,Shipped,3,7,2004,Trucks and Buses,96,S32_1268,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,19-07-2004
10120,22,100.0,6,2461.36,2003-04-29,Shipped,2,4,2003,Motorcycles,99,S32_1374,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,29-04-2003
10210,46,79.91,5,3675.86,2004-01-12,Shipped,1,1,2004,Motorcycles,99,S32_1374,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium,12-01-2004
10223,21,100.0,7,2475.27,2004-02-20,Shipped,1,2,2004,Motorcycles,99,S32_1374,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,20-02-2004
10169,26,39.83,9,1035.58,2003-11-04,Shipped,4,11,2003,Motorcycles,40,S32_2206,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,04-11-2003
10152,33,50.95,2,1681.35,2003-09-25,Shipped,3,9,2003,Trains,62,S32_3207,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Small,25-09-2003
